Criteria;Province;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030
Unemployment rate;Yunnan;2,3;2,3;2,2;2,7;2,9;2,9;2,8;2,2;2,7;4,3;2,3;3,1;2,7;2;1,7;2,5;1,7;1,7;2;2,3;2,5;2,3;2,3;2,2;2,7;2,9;2,9;2,8;2,2;2,5;2,6;3,3;4;4,1;4,3;4,2;4,3;4,18;4,21;4,26;4,2;4,1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
Unemployment rate;Tibet;3,77;4,03;3,17;2,6;2,5;2,5;2,48;2;3,77;4,03;3,17;2,12;2,11;3,78;4,02;3,18;2,6;2,5;2,5;2,48;3;3,78;4,02;3,18;2,1;2,9;3,79;4,01;3,19;2,6;2,5;2,5;2,48;4;3,79;4,01;3,19;2,8;2,7;3,8;4;3,2;2,6;2,5;2,5;2,48;2,48;2,48;2,48;2,48;2,48;2,48;2,5;2,48;3,14;3,8;4;3,2;2,6;2,5;2,5
Unemployment rate;Shaanxi;3,9;3,3;3,5;3,8;4,2;4;4,02;3,91;3,94;3,9;4;4;3,5;3,2;2,1;1,9;2,1;2,5;2,7;2,7;2,8;2,4;2,2;2,5;3,5;3,5;4;4;3,1;2,6;2,7;3,2;3,3;3,5;3,8;4,2;4;4,02;3,91;3,94;3,9;3,6;3,2;3,3;3,3;3,36;3,2;3,2;3,2;3,2;3,2;3,2;3,2;3,2;3,2;3,2;3,2;3,2;3,2;3,2;3,2
Unemployment rate;Gansu;3,2;3,2;3,4;3,4;3,3;3,6;3,34;3,23;3,25;3,2;4,8;5,6;4,6;2,6;2,1;3,3;3,1;2,9;4,8;5,5;4,9;4,2;3,5;3,6;5,2;5,5;5,5;5,2;3,3;2,7;2,7;2,8;3,2;3,4;3,4;3,3;3,6;3,34;3,23;3,25;3,2;3,1;2,7;2,3;2,2;2,14;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
Unemployment rate;Qinghai;3,8;3,6;3,8;3,9;3,9;3,9;3,75;3,8;3,8;3,8;4;4;4,34;4;4;4,3;4,98;4,5;4,4;4,6;4,5;4,4;3,5;2,5;3;4;4;3,5;2,5;2,64;2,4;3,5;3,6;3,8;3,9;3,9;3,9;3,75;3,8;3,8;3,8;3,8;3,4;3,3;3,2;3,17;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Unemployment rate;Ningxia;4,4;4,4;4,4;4,5;4,5;4,3;4,28;4,35;4,4;4,4;3,64;4;4;4,17;3,16;3,1;3,53;4,3;4;4;4;4;4,2;3,8;5,2;5,1;5,2;4,8;4,7;4,5;4,6;4,4;4,4;4,4;4,5;4,5;4,3;4,28;4,35;4,4;4,4;4,4;4,2;4,1;4;4,02;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
Unemployment rate;Xinjiang;3,2;3,7;3,5;3,5;3,9;3,9;3,88;3,7;3,84;3,2;7,5;3,6;3,7;1,2;2,5;1,9;1,9;1,7;1,9;2,6;3;3;2,8;2,7;3,2;3,5;3,4;3,7;3,9;3,7;3,8;3,7;3,7;3,5;3,5;3,9;3,9;3,88;3,7;3,84;3,2;3,2;3,4;3,4;3,2;2,86;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7
Available grassland area;Beijing;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;336,3;320;320;320;320;320;320;300;300;300;300;300;300
Available grassland area;Tianjin;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;135,4;130;130;130;130;130;130;130;120;120;120;120;120;120
Available grassland area;Hebei;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4085,32;4000;4000;4000;4000;4000;4000;3900;3900;3900;3900;3900;3900
Available grassland area;Shanxi;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4552;4500;4500;4500;4500;4500;4500;4599;4599;4599;4599;4599;4599
Available grassland area;Inner Mongolia;63591,09;63591,1;63591,1;63591,1;63591,09;63591,1;63591,1;63591,1;63591,1;63591,09;63591,1;63591,1;63591,1;63591,09;63591,1;63591,1;63591,1;63591,1;63591,09;63591,1;63591,1;63591,1;63591,1;63591,09;63591,1;63591,1;63591,1;63591,09;63591,1;63591,1;63591,1;63591,1;63591,09;63591,1;63591,1;63591,1;63591,1;63591,09;63591,1;63591,1;63591,1;63591,09;63591,1;63591,1;63591,1;63591,1;63591,09;63591,1;63591,1;63000;63000;63000;63000;63000;63000;63500;63500;63500;63500;63500;63500
Available grassland area;Liaoning;3239,29;3239,3;3239,3;3239,3;3239,29;3239,3;3239,3;3239,3;3239,3;3239,29;3239,3;3239,3;3239,3;3239,29;3239,3;3239,3;3239,3;3239,3;3239,29;3239,3;3239,3;3239,3;3239,3;3239,29;3239,3;3239,3;3239,3;3239,29;3239,3;3239,3;3239,3;3239,3;3239,29;3239,3;3239,3;3239,3;3239,3;3239,29;3239,3;3239,3;3239,3;3239,29;3239,3;3239,3;3239,3;3239,3;3239,29;3239,3;3239,3;3200;3200;3200;3200;3200;3200;3170;3170;3170;3170;3170;3170
Available grassland area;Jilin;4378,96;4379;4379;4379;4379;4379,01;4379;4379;4379;4379;4379;4379;4379;4379;4379;4379;4379;4379;4379;4379,01;4379;4379;4379;4378,99;4379;4379;4379;4379;4379;4379;4379;4379;4379;4379,01;4379;4379;4379;4378,1;4379;4379;4379;4378,99;4379;4379;4379;4379;4378,1;4379,01;4379;4300;4300;4300;4300;4300;4300;4260;4260;4260;4260;4260;4260
Available grassland area;Heilongjiang;6081,65;6081,7;6081,7;6081,7;6081,65;6081,7;6081,7;6081,7;6081,7;6081,65;6081,7;6081,7;6081,7;6081,65;6081,7;6081,7;6081,7;6081,7;6081,65;6081,7;6081,7;6081,7;6081,7;6081,65;6081,7;6081,7;6081,7;6081,65;6081,7;6081,7;6081,7;6081,7;6081,65;6081,7;6081,7;6081,7;6081,7;6081,65;6081,7;6081,7;6081,7;6081,65;6081,7;6081,7;6081,7;6081,7;6081,65;6081,7;6081,7;5090;5090;5090;5090;5090;5090;5070;5070;5070;5070;5070;5070
Available grassland area;Shanghai;37,33;37,3;37,3;37,3;37,33;37,3;37,3;37,3;37,3;37,33;37,3;37,3;37,3;37,33;37,3;37,3;37,3;37,3;37,33;37,3;37,3;37,3;37,3;37,33;37,3;37,3;37,3;37,33;37,3;37,3;37,3;37,3;37,33;37,3;37,3;37,3;37,3;37,33;37,3;37,3;37,3;37,33;37,3;37,3;37,3;37,3;37,33;37,3;37,3;37;37;37;37;36,5;36,5;36,5;36,5;36;36;36;36
Available grassland area;Jiangsu;325,67;325,7;325,7;325,7;325,67;325,7;325,7;325,7;325,7;325,67;325,7;325,7;325,7;325,67;325,7;325,7;325,7;325,7;325,67;325,7;325,7;325,7;325,7;325,67;325,7;325,7;325,7;325,67;325,7;325,7;325,7;325,7;325,67;325,7;325,7;325,7;325,7;325,67;325,7;325,7;325,7;325,67;325,7;325,7;325,7;325,7;325,67;325,7;325,7;300;300;300;300;280;280;280;280;278;278;278;278
Available grassland area;Zhejiang;2075,18;2075,2;2075,2;2075,2;2075,18;2075,2;2075,2;2075,2;2075,2;2075,18;2075,2;2075,2;2075,2;2075,18;2075,2;2075,2;2075,2;2075,2;2075,18;2075,2;2075,2;2075,2;2075,2;2075,18;2075,2;2075,2;2075,2;2075,18;2075,2;2075,2;2075,2;2075,2;2075,18;2075,2;2075,2;2075,2;2075,2;2075,18;2075,2;2075,2;2075,2;2075,18;2075,2;2075,2;2075,2;2075,2;2075,18;2075,2;2075,2;2000;2000;2000;1970;1970;1970;1950;1950;1950;1950;1950;1950
Available grassland area;Anhui;1485,18;1485,2;1485,2;1485,2;1485,18;1485,2;1485,2;1485,2;1485,2;1485,18;1485,2;1485,2;1485,2;1485,18;1485,2;1485,2;1485,2;1485,2;1485,18;1485,2;1485,2;1485,2;1485,2;1485,18;1485,2;1485,2;1485,2;1485,18;1485,2;1485,2;1485,2;1485,2;1485,18;1485,2;1485,2;1485,2;1485,2;1485,18;1485,2;1485,2;1485,2;1485,18;1485,2;1485,2;1485,2;1485,2;1485,18;1485,2;1485,2;1400;1400;1400;1400;1380;1380;1380;1380;1380;1360;1360;1360
Available grassland area;Fujian;1957,06;1957,1;1957,1;1957,1;1957,06;1957,1;1957,1;1957,1;1957,1;1957,06;1957,1;1957,1;1957,1;1957,06;1957,1;1957,1;1957,1;1957,1;1957,06;1957,1;1957,1;1957,1;1957,1;1957,06;1957,1;1957,1;1957,1;1957,06;1957,1;1957,1;1957,1;1957,1;1957,06;1957,1;1957,1;1957,1;1957,1;1957,06;1957,1;1957,1;1957,1;1957,06;1957,1;1957,1;1957,1;1957,1;1957,06;1957,1;1957,1;1950;1950;1950;1950;1900;1900;1900;1900;1900;1900;1900;1900
Available grassland area;Jiangxi;3847,56;3847,6;3847,6;3847,6;3847,56;3847,6;3847,6;3847,6;3847,6;3847,56;3847,6;3847,6;3847,6;3847,56;3847,6;3847,6;3847,6;3847,6;3847,56;3847,6;3847,6;3847,6;3847,6;3847,56;3847,6;3847,6;3847,6;3847,56;3847,6;3847,6;3847,6;3847,6;3847,56;3847,6;3847,6;3847,6;3847,6;3847,56;3847,6;3847,6;3847,6;3847,56;3847,6;3847,6;3847,6;3847,6;3847,56;3847,6;3847,6;3800;3800;3800;3800;3700;3700;3700;3700;3700;3650;3650;3650
Available grassland area;Shandong;1329,16;1329,2;1329,2;1329,2;1329,16;1329,2;1329,2;1329,2;1329,2;1329,16;1329,2;1329,2;1329,2;1329,16;1329,2;1329,2;1329,2;1329,2;1329,16;1329,2;1329,2;1329,2;1329,2;1329,16;1329,2;1329,2;1329,2;1329,16;1329,2;1329,2;1329,2;1329,2;1329,16;1329,2;1329,2;1329,2;1329,2;1329,16;1329,2;1329,2;1329,2;1329,16;1329,2;1329,2;1329,2;1329,2;1329,16;1329,2;1329,2;1300;1300;1300;1300;1280;1280;1280;1280;1280;1260;1260;1260
Available grassland area;Henan;4043,25;4043,3;4043,3;4043,3;4043,25;4043,3;4043,3;4043,3;4043,3;4043,25;4043,3;4043,3;4043,3;4043,25;4043,3;4043,3;4043,3;4043,3;4043,25;4043,3;4043,3;4043,3;4043,3;4043,25;4043,3;4043,3;4043,3;4043,25;4043,3;4043,3;4043,3;4043,3;4043,25;4043,3;4043,3;4043,3;4043,3;4043,25;4043,3;4043,3;4043,3;4043,25;4043,3;4043,3;4043,3;4043,3;4043,25;4043,3;4043,3;4000;4000;4000;4000;3800;3800;3800;3800;3800;3800;3800;3800
Available grassland area;Hubei;5071,54;5071,5;5071,5;5071,5;5071,54;5071,5;5071,5;5071,5;5071,5;5071,54;5071,5;5071,5;5071,5;5071,54;5071,5;5071,5;5071,5;5071,5;5071,54;5071,5;5071,5;5071,5;5071,5;5071,54;5071,5;5071,5;5071,5;5071,54;5071,5;5071,5;5071,5;5071,5;5071,54;5071,5;5071,5;5071,5;5071,5;5071,54;5071,5;5071,5;5071,5;5071,54;5071,5;5071,5;5071,5;5071,5;5071,54;5071,5;5071,5;5000;5000;5000;4800;4800;4800;4800;4800;4800;4800;4800;4800
Available grassland area;Hunan;5666,31;5666,3;5666,3;5666,3;5666,31;5666,3;5666,3;5666,3;5666,3;5666,31;5666,3;5666,3;5666,3;5666,31;5666,3;5666,3;5666,3;5666,3;5666,31;5666,3;5666,3;5666,3;5666,3;5666,31;5666,3;5666,3;5666,3;5666,31;5666,3;5666,3;5666,3;5666,3;5666,31;5666,3;5666,3;5666,3;5666,3;5666,31;5666,3;5666,3;5666,3;5666,31;5666,3;5666,3;5666,3;5666,3;5666,31;5666,3;5666,3;5000;5000;5000;5000;5000;4800;4800;4800;4800;4800;4800;4800
Available grassland area;Guangdong;2677,24;2677,2;2677,2;2677,2;2677,24;2677,2;2677,2;2677,2;2677,2;2677,24;2677,2;2677,2;2677,2;2677,24;2677,2;2677,2;2677,2;2677,2;2677,24;2677,2;2677,2;2677,2;2677,2;2677,24;2677,2;2677,2;2677,2;2677,24;2677,2;2677,2;2677,2;2677,2;2677,24;2677,2;2677,2;2677,2;2677,2;2677,24;2677,2;2677,2;2677,2;2677,24;2677,2;2677,2;2677,2;2677,2;2677,24;2677,2;2677,2;2600;2600;2600;2600;2600;2550;2550;2550;2550;2550;2550;2550
Available grassland area;Guangxi;6500,35;6500,3;6500,3;6500,3;6500,35;6500,3;6500,3;6500,3;6500,3;6500,35;6500,3;6500,3;6500,3;6500,35;6500,3;6500,3;6500,3;6500,3;6500,35;6500,3;6500,3;6500,3;6500,3;6500,35;6500,3;6500,3;6500,3;6500,35;6500,3;6500,3;6500,3;6500,3;6500,35;6500,3;6500,3;6500,3;6500,3;6500,35;6500,3;6500,3;6500,3;6500,35;6500,3;6500,3;6500,3;6500,3;6500,35;6500,3;6500,3;6400;6400;6400;6400;6400;6300;6300;6300;6300;6300;6300;6300
Available grassland area;Hainan;843,27;843,3;843,3;843,3;843,27;843,3;843,3;843,3;843,3;843,27;843,3;843,3;843,3;843,27;843,3;843,3;843,3;843,3;843,27;843,3;843,3;843,3;843,3;843,27;843,3;843,3;843,3;843,27;843,3;843,3;843,3;843,3;843,27;843,3;843,3;843,3;843,3;843,27;843,3;843,3;843,3;843,27;843,3;843,3;843,3;843,3;843,27;843,3;843,3;820;820;820;820;800;800;800;800;800;800;800;800
Available grassland area;Chongqing;1867,23;1867,2;1867,2;1867,2;1867,23;1867,2;1867,2;1867,2;1867,2;1867,23;1867,2;1867,2;1867,2;1867,23;1867,2;1867,2;1867,2;1867,2;1867,23;1867,2;1867,2;1867,2;1867,2;1867,23;1867,2;1867,2;1867,2;1867,23;1867,2;1867,2;1867,2;1867,2;1867,23;1867,2;1867,2;1867,2;1867,2;1867,23;1867,2;1867,2;1867,2;1867,23;1867,2;1867,2;1867,2;1867,2;1867,23;1867,2;1867,2;1800;1800;1800;1760;1760;1760;1760;1700;1700;1700;1700;1700
Available grassland area;Sichuan;17753,08;17753,1;17753,1;17753,1;17753,08;17753,1;17753,1;17753,1;17753,1;17753,08;17753,1;17753,1;17753,1;17753,08;17753,1;17753,1;17753,1;17753,1;17753,08;17753,1;17753,1;17753,1;17753,1;17753,08;17753,1;17753,1;17753,1;17753,08;17753,1;17753,1;17753,1;17753,1;17753,08;17753,1;17753,1;17753,1;17753,1;17753,08;17753,1;17753,1;17753,1;17753,08;17753,1;17753,1;17753,1;17753,1;17753,08;17753,1;17753,1;17000;17000;17000;17000;16800;16800;16800;16500;16500;16500;16500;16500
Available grassland area;Guizhou;3759,74;3759,7;3759,7;3759,7;3759,74;3759,7;3759,7;3759,7;3759,7;3759,74;3759,7;3759,7;3759,7;3759,74;3759,7;3759,7;3759,7;3759,7;3759,74;3759,7;3759,7;3759,7;3759,7;3759,74;3759,7;3759,7;3759,7;3759,74;3759,7;3759,7;3759,7;3759,7;3759,74;3759,7;3759,7;3759,7;3759,7;3759,74;3759,7;3759,7;3759,7;3759,74;3759,7;3759,7;3759,7;3759,7;3759,74;3759,7;3759,7;3500;3500;3500;3300;3300;3300;3300;3000;3000;3000;3000;3000
Available grassland area;Yunnan;11925,59;11925,6;11925,6;11925,6;11925,59;11925,6;11925,6;11925,6;11925,6;11925,59;11925,6;11925,6;11925,6;11925,59;11925,6;11925,6;11925,6;11925,6;11925,59;11925,6;11925,6;11925,6;11925,6;11925,59;11925,6;11925,6;11925,6;11925,59;11925,6;11925,6;11925,6;11925,6;11925,59;11925,6;11925,6;11925,6;11925,6;11925,59;11925,6;11925,6;11925,6;11925,59;11925,6;11925,6;11925,6;11925,6;11925,59;11925,6;11925,6;11500;11500;11500;11500;11000;11000;11000;11000;11000;11000;11000;11000
Available grassland area;Tibet;70846,78;70846,8;70846,8;70846,8;70846,78;70846,8;70846,8;70846,8;70846,8;70846,78;70846,8;70846,8;70846,8;70846,78;70846,8;70846,8;70846,8;70846,8;70846,78;70846,8;70846,8;70846,8;70846,8;70846,78;70846,8;70846,8;70846,8;70846,78;70846,8;70846,8;70846,8;70846,8;70846,78;70846,8;70846,8;70846,8;70846,8;70846,78;70846,8;70846,8;70846,8;70846,78;70846,8;70846,8;70846,8;70846,8;70846,78;70846,8;70846,8;69000;69000;69000;69000;68000;68000;68000;68000;68000;67000;67000;67000
Available grassland area;Shaanxi;4349,22;4349,2;4349,2;4349,2;4349,22;4349,2;4349,2;4349,2;4349,2;4349,22;4349,2;4349,2;4349,2;4349,22;4349,2;4349,2;4349,2;4349,2;4349,22;4349,2;4349,2;4349,2;4349,2;4349,22;4349,2;4349,2;4349,2;4349,22;4349,2;4349,2;4349,2;4349,2;4349,22;4349,2;4349,2;4349,2;4349,2;4349,22;4349,2;4349,2;4349,2;4349,22;4349,2;4349,2;4349,2;4349,2;4349,22;4349,2;4349,2;4200;4200;4200;4200;4200;4200;4200;4000;4000;4000;4000;4000
Available grassland area;Gansu;16071,61;16071,6;16071,6;16071,6;16071,61;16071,6;16071,6;16071,6;16071,6;16071,61;16071,6;16071,6;16071,6;16071,61;16071,6;16071,6;16071,6;16071,6;16071,61;16071,6;16071,6;16071,6;16071,6;16071,61;16071,6;16071,6;16071,6;16071,61;16071,6;16071,6;16071,6;16071,6;16071,61;16071,6;16071,6;16071,6;16071,6;16071,61;16071,6;16071,6;16071,6;16071,61;16071,6;16071,6;16071,6;16071,6;16071,6;16071,6;16071,6;15500;15500;15500;15500;15500;15500;15500;15500;15000;15000;15000;15000
Available grassland area;Qinghai;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31530,67;31000;31000;31000;31000;31000;31000;30000;30000;30000;30000;30000;30000
Available grassland area;Ningxia;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2625,56;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500
Available grassland area;Xinjiang;48006,79;48006,79;48006,79;48006,79;48006,79;48006,79;48006,79;48006,79;48006,79;48006,79;48006,79;48006,79;48006,79;48006,8;48006,8;48006,79;48006,79;48006,79;48006,8;48006,8;48006,79;48006,79;48006,79;48006,79;48006,79;48006,79;48006,79;48006,79;48006,79;48006,79;48006,79;48006,79;48006,79;48006,79;45902,2;45902,2;45902,2;45902,2;45902,2;45902,2;45902,2;45902,2;45902,2;45902,2;45902,2;45902,2;45902,2;45902,2;45902,2;44000;44000;44000;44000;44000;44000;43000;43000;43000;43000;43000;43000
Wetland area;Beijing;82,07100994;81,62302343;81,17899548;80,56713852;80,48059818;80,38393239;79,88440492;79,84283562;79,42061635;78,68388475;78,07740834;77,77174249;77,40254771;77,02896984;76,86150603;76,58657001;76,55188374;76,45629807;76,34030284;76,10573091;76,09488845;75,73334675;75,6184847;75,54371228;73,90193359;72,62533199;72,4713237;70,36900409;69,39547111;68,55409341;67,58764796;67,05071015;66,15543276;64,39085003;63,81383625;63,02278717;62,04978126;61,62769477;60,10408892;58,68923578;58,62577904;58,59331821;57,21783684;57,12054757;56,01743389;54,39245236;52,93697362;52,42223399;52,12404;51,16735865;50,89045612;50,5805431;50,54449511;50,05024274;49,86614433;49,80385133;48,91679092;48,89479315;48,71248441;47,31360167;47,19856425
Wetland area;Tianjin;477,9524828;476,0137293;474,2378371;471,5781527;469,6104772;468,6323373;464,0862814;460,951321;459,163452;455,9748828;455,6000791;453,8431733;449,4073188;446,9594757;443,9851046;440,844591;439,4960631;437,7833976;433,5819991;429,5363698;427,9205138;427,5954823;424,3364657;422,4154794;410,6211128;408,1512506;401,2658902;393,3610596;384,6243903;378,9444247;374,9169926;373,9037709;364,340117;361,2034827;352,3370642;351,4518053;351,0996946;347,2381457;346,9628732;340,3493821;330,8051294;325,4392226;324,8256378;324,3258066;316,7417475;312,2664772;311,8723108;311,4312417;307,54224;299,8005168;291,8461257;287,6208633;287,4795892;279,3418087;272,506982;268,1535773;261,0266493;254,05832;248,932669;242,4600589;238,1636771
Wetland area;Hebei;1472,163822;1471,815411;1465,524725;1463,47292;1456,664704;1451,398271;1439,389192;1426,035062;1416,807466;1408,764574;1397,836994;1385,918494;1385,612711;1375,095079;1365,404712;1360,900829;1348,197082;1345,114237;1334,570843;1327,448906;1316,224153;1310,477479;1306,982213;1306,889614;1289,832143;1288,252998;1281,763981;1277,702652;1261,503403;1259,558961;1255,06164;1249,275859;1216,980415;1211,859408;1188,105966;1178,048462;1176,60994;1151,857205;1142,845362;1110,147171;1088,225856;1073,279648;1057,745288;1041,447218;1025,742062;1008,212377;998,4013856;981,3517776;979,95276;975,6596902;965,383836;952,2107136;935,5431245;922,617308;900,555536;887,3491558;876,5985082;864,2917116;864,2407016;847,305322;836,9776567
Wetland area;Shanxi;254,2016977;252,6696987;251,2049026;250,8421849;249,970125;247,713294;247,4206544;245,1076994;244,4408562;242,1799496;240,3872772;240,0275626;238,8788378;238,6143066;236,4102829;235,4349226;234,1180402;232,0281567;229,8782831;229,0202012;227,8961036;225,9505911;224,0924072;223,0733823;218,2920802;216,8633641;215,9931191;215,1589969;212,3665674;209,3807539;204,7794383;199,2548751;196,4015575;193,5944454;192,5176282;189,359806;187,0867734;183,1661641;182,5006338;179,8862408;175,3491496;174,955049;172,9242392;170,9521084;168,3679436;165,5053293;161,0652204;159,5148581;158,03676;156,1556578;155,6978544;154,9194118;152,8877657;151,3661987;148,3338795;143,8895806;142,6842439;139,3433073;135,8991539;132,516442;129,8409503
Wetland area;Inner Mongolia;9837,846826;9821,011165;9820,29458;9809,963235;9805,816398;9762,179182;9711,385641;9624,807639;9548,908219;9474,635739;9412,844626;9392,208282;9380,564071;9379,300656;9340,701511;9260,036204;9197,664348;9189,35786;9118,43536;9028,174522;8958,944591;8902,697426;8838,193074;8834,981667;8721,730043;8663,6075;8436,16409;8300,731425;8203,190643;7966,278069;7880,280682;7737,832315;7659,762913;7506,281134;7413,772027;7329,706384;7197,848904;7188,448622;7085,05028;7020,489609;6964,227633;6857,792464;6770,870493;6687,708733;6588,976518;6538,201005;6501,373701;6435,066026;6253,42824;6207,793026;6080,199164;5907,035528;5803,251489;5682,594217;5561,552499;5538,700023;5501,770911;5361,418702;5211,09613;5152,391335;5024,986301
Wetland area;Liaoning;2363,620134;2361,930211;2354,353508;2348,497668;2346,231761;2337,119499;2329,793165;2326,06184;2323,93704;2308,313414;2297,299088;2279,552687;2277,849533;2275,975268;2262,575962;2247,055711;2245,053787;2244,828627;2240,432075;2230,232806;2216,377614;2199,030193;2182,436328;2170,908924;2164,39503;2116,110786;2095,365572;2063,186153;2016,230054;1972,202261;1957,657634;1949,007984;1922,183622;1887,526408;1874,89736;1832,746825;1790,382256;1756,851541;1716,68565;1710,121953;1688,185817;1648,233128;1602,324306;1568,110094;1534,573742;1528,624156;1490,436378;1476,001897;1451,14992;1447,711001;1433,31864;1413,938067;1394,956425;1394,434921;1393,674513;1358,04916;1336,405185;1313,349018;1283,610321;1250,48249;1225,279443
Wetland area;Jilin;1710,155707;1698,831571;1694,196597;1678,709072;1668,587066;1659,619429;1650,594542;1650,465613;1641,770723;1634,241052;1626,28434;1621,480044;1617,20221;1601,550768;1597,814089;1584,145738;1573,144565;1566,085611;1558,252936;1547,871049;1538,69891;1536,346791;1534,240173;1527,008191;1517,511826;1478,484081;1440,116473;1423,704467;1382,416359;1377,549272;1358,460561;1323,008576;1317,208147;1308,818588;1306,028646;1271,235022;1255,163436;1221,418356;1217,622466;1194,281461;1182,033672;1163,893983;1152,22998;1147,492835;1122,116096;1091,055729;1073,601454;1051,973658;1037,90304;1019,782107;990,4631871;973,6440799;962,1391233;953,6550652;943,4119748;925,6014248;899,3660095;893,2100734;883,7763128;872,0885543;869,1627705
Wetland area;Heilongjiang;7850,087238;7847,624409;7790,270655;7735,41234;7724,149245;7677,313817;7673,941164;7639,745673;7612,607334;7545,876058;7507,489246;7496,1989;7487,097934;7470,797813;7457,578494;7390,497908;7361,730309;7317,199771;7306,569674;7259,78508;7208,490724;7160,202944;7152,43495;7145,530607;7061,24629;6881,941476;6842,544026;6757,938175;6694,320435;6571,079016;6518,080924;6392,094127;6391,914294;6281,240266;6219,923607;6208,79029;6185,028265;6039,495777;5992,50164;5987,160842;5842,940415;5764,985389;5704,80008;5680,49394;5665,980943;5576,577113;5508,600867;5494,690352;5351,08932;5194,345166;5051,382227;4937,207166;4807,898184;4663,943721;4586,96646;4460,383654;4348,147336;4265,224248;4186,770062;4067,297003;4043,183481
Wetland area;Shanghai;808,6589206;806,4335935;804,849806;799,5174792;798,9279641;794,6025459;788,8188686;785,1055358;781,2628866;779,6626661;778,2094186;777,474399;770,2369133;767,562573;764,2253244;762,5390695;755,1393147;751,9060662;745,9384727;744,5069208;744,1014824;737,4915238;735,5251349;732,7046276;722,4765452;708,6440699;689,1884124;681,5326491;679,2434489;672,6749344;660,8043074;658,018898;648,2828965;637,4763305;636,8841856;621,4201511;607,6284934;600,6652433;590,2113025;576,0281822;565,344788;554,7859631;539,6884852;524,3257272;510,559547;503,1789047;495,712738;483,6048559;483,36984;477,2584888;464,5532653;461,3052928;447,7315198;437,2193595;426,0530529;417,7316922;406,2409442;400,889591;398,0631996;396,2091463;385,2964472
